timestamp,%_cpu,%_memory,io_data_bytes/sec
637806040816049511,0,0.03461572,0
637806040836266139,37.110638,0.03461572,0
637806040856431986,33.997185,0.03461572,0
637806040876630658,30.203444,0.03461572,0
637806040896782124,21.678862,0.03461572,0
637806040916883537,29.505611,0.03461572,0
637806040937070485,33.366814,0.034684677,0
637806040957320768,36.383587,0.034739267,0
637806040977438711,32.453106,0.034817323,0
637806040997553779,31.0684,0.034901608,0
637806041017682454,29.468674,0.034986366,0
637806041037907010,34.163292,0.035080224,0
637806041058136421,29.346077,0.03514966,0
637806041078350416,33.982056,0.035220057,0
637806041098475160,31.700802,0.035287097,0
637806041118588517,28.74692,0.035351746,0
637806041138714489,36.5008,0.035428844,0
637806041158830067,31.835007,0.035500195,0
637806041178969036,42.680054,0.035572506,0
637806041199183201,34.147118,0.035636194,0
637806041219286312,29.40766,0.03568073,0
637806041239383458,24.900215,0.03568073,0
637806041259570467,26.40586,0.03568073,0
637806041279660695,33.31119,0.03568073,0
637806041299880350,29.508905,0.03568073,0
637806041320104904,31.67179,0.03568073,0
637806041340309660,41.744373,0.03568121,0
637806041360480506,43.3021,0.03568121,0
637806041380560815,26.377218,0.035681687,0
637806041400767491,34.176037,0.035681687,0
637806041420962319,38.663506,0.035681687,0
637806041441136612,31.736649,0.035681687,0
637806041461215279,27.921722,0.035681687,0
637806041481374192,31.077402,0.035694618,0
637806041501645371,34.863335,0.0356951,0
637806041521856266,31.620525,0.035695575,0
637806041542047901,30.916302,0.035695575,0
637806041562146955,20.141499,0.035695575,0
637806041582327637,31.848501,0.035696533,0
637806041602435274,34.886494,0.035696533,0
637806041622616123,27.159006,0.035696533,0
637806041642850239,23.983889,0.035696533,0
637806041663110498,34.772198,0.035696533,0
637806041683202448,30.128412,0.035696533,0
637806041703327202,32.60619,0.035696533,0
637806041723486599,37.272564,0.035843547,423.13553
637806041743569794,38.03745,0.035873238,0
637806041763787860,33.40541,0.035873238,0
637806041783961245,40.925232,0.035874195,0
637806041804154670,44.939617,0.035875153,0
637806041824376523,38.684242,0.03589335,0
637806041844535074,39.430832,0.0358967,0
637806041864748221,39.493713,0.03589766,0
637806041884982496,40.98847,0.035898138,0
637806041905155155,46.333485,0.035915855,0
637806041925401008,34.866787,0.035916813,0
637806041945590518,37.78797,0.03591873,0
637806041965724489,37.98469,0.03594363,0
637806041985990014,29.454071,0.03594459,0
637806042006107950,43.942078,0.035946026,0
637806042026331266,34.947834,0.035949856,0
637806042046434317,36.367035,0.035954647,0
637806042066581446,24.080278,0.035955604,0
637806042086714262,32.554092,0.035996307,0
637806042106938231,34.14115,0.03599822,0
637806042127090868,30.159218,0.03599822,0
637806042147222677,24.818914,0.036000136,0
637806042167351861,45.016335,0.036001574,0
637806042187530584,33.350227,0.036001574,0
637806042207640268,36.399605,0.036001574,0
637806042227860452,32.605698,0.03600253,0
637806042247988443,40.95354,0.03600253,0
637806042268112408,36.506603,0.03600253,0
637806042288252251,29.48488,0.03600253,0
637806042308400237,31.036375,0.03600253,0
637806042328484645,38.844105,0.03600253,0
637806042348667149,29.525051,0.03600397,0
637806042368775096,29.456795,0.036005884,0
637806042388996069,32.59242,0.036005884,0
637806042409108380,39.417507,0.036006365,0
637806042429323446,45.82637,0.03600684,0
637806042449532921,30.13335,0.03600684,0
637806042469746199,30.943825,0.03600684,0
637806042489968642,37.106846,0.036011152,0
637806042510203333,30.88522,0.036011152,0
637806042530444757,29.364553,0.036011152,0
637806042550684624,28.55688,0.036013067,0
637806042570783986,35.53843,0.036013067,0
637806042590958200,34.9548,0.036013067,0
637806042611173035,28.651594,0.036013067,0
637806042631414365,37.868195,0.036013067,0
637806042651645690,33.197147,0.036013067,0
637806042671803936,36.31563,0.036013067,0
637806042692017308,38.75339,0.036046587,0
637806042712253005,32.446568,0.03605042,0
637806042732445629,42.48366,0.036051378,0
637806042752609678,47.213814,0.036051378,0
637806042772844505,42.60108,0.036052335,0
637806042793065502,30.120209,0.036052335,0
637806042813206676,34.79207,0.036052335,0
637806042833323739,34.156677,0.036053292,0
637806042853532878,38.779663,0.036053292,0
637806042873753983,30.928734,0.036053292,0
637806042893956896,34.772095,0.036053773,0
637806042914206434,30.16313,0.03605473,0
637806042934377262,47.850693,0.03605473,0
637806042954506327,41.820633,0.03605473,0
637806042974646479,34.191597,0.036056165,0
637806042994862646,26.341541,0.036056645,0
637806043015121793,35.551735,0.036057122,0
637806043035251602,31.629915,0.036057122,0
637806043055453340,32.60587,0.036057122,0
637806043075577283,35.611988,0.036057122,0
637806043095656838,29.5308,0.036057122,0
637806043115862347,35.73974,0.036058083,0
637806043136105233,37.085423,0.036058083,0
637806043156316129,40.935955,0.036058083,0
637806043176554204,44.047913,0.036090646,0
637806043196758490,35.521824,0.036093995,0
637806043216944930,41.767113,0.036093995,0
637806043237107725,34.075783,0.036093995,0
637806043257276797,30.213829,0.036093995,0
637806043277528633,34.07887,0.036093995,0
637806043297767136,34.71416,0.036093995,0
637806043317904514,33.965683,0.036093995,423.8063
637806043338122822,49.67906,0.036095433,0
637806043358289647,40.953876,0.036108363,1231.0317
637806043378487149,31.778645,0.03610932,0
637806043398637123,34.806835,0.03610932,0
637806043418725571,31.06683,0.03611028,0
637806043438809489,28.766983,0.03611028,0
637806043459016489,30.306475,0.036112674,0
637806043479182684,26.298893,0.03614715,0
637806043499285132,32.553783,0.03614859,0
637806043519509613,32.60832,0.03614859,0
637806043539585343,34.834953,0.036151942,425.2007
637806043559756539,27.193853,0.03615673,423.50336
637806043579942671,43.37687,0.03619743,422.95648
637806043600105825,42.593834,0.036200307,423.63565
637806043620257444,42.62925,0.036204617,423.7244
637806043640418806,44.93133,0.036213234,423.58658
637806043660626908,40.30269,0.036251068,423.0351
637806043680710052,40.269154,0.036256336,424.74225
637806043700870401,37.31974,0.036258727,423.7585
637806043720960869,35.675797,0.03627453,426.0636
637806043741165063,46.591812,0.036298953,423.67014
637806043761276275,53.401512,0.03630039,425.4956
637806043781401577,45.06344,0.036300868,425.34088
637806043801487983,41.969223,0.03631715,426.27148
637806043821592170,45.888947,0.03632529,425.72568
637806043841713560,46.602085,0.037316076,425.4385
637806043861835903,46.606155,0.03779878,425.42682
637806043882074361,40.317375,0.037805963,423.0448
637806043902153680,43.314167,0.037826076,426.11246
637806043922240912,45.109535,0.037852414,426.13702
637806043942335010,42.8021,0.037909877,0
637806043962425550,46.664635,0.03791754,0
637806043982518780,44.321495,0.03791754,0
637806044002615985,43.538986,0.037919454,0
637806044022692524,42.004364,0.037959203,0
637806044042791021,53.655388,0.03845723,0
637806044062911667,48.98011,0.03986942,0
637806044083006922,50.492947,0.039874688,0
637806044103096914,50.547382,0.039874688,0
637806044123226861,41.964424,0.03987517,0
637806044143384799,49.67951,0.03987517,0
637806044163470399,47.331417,0.03987517,0
637806044183557416,46.67829,0.03987517,0
637806044203662370,47.39822,0.03987517,0
637806044223795868,39.593544,0.039877083,0
637806044243900469,48.98347,0.039876126,0
637806044264009774,39.63171,0.0399379,0
637806044284097219,46.622356,0.03993838,0
637806044304219516,46.65806,0.03995418,425.49866
637806044324308555,52.83204,0.039961364,426.0672
637806044344416586,39.660187,0.039961364,425.7019
637806044364596946,42.69339,0.03996232,424.28912
637806044384676075,41.080204,0.040023617,426.12567
637806044404769807,56.804214,0.040024575,426.01288
637806044424867687,44.324036,0.040649503,426.00043
637806044444966194,40.434994,0.041968796,425.8424
637806044465051877,49.745663,0.041968796,426.23822
637806044485132863,52.894585,0.042031527,426.17462
637806044505225376,47.45648,0.042035837,426.1671
637806044525349769,54.41639,0.042051163,0
637806044545446028,45.84561,0.042051163,0
637806044565556199,49.718075,0.04205164,0
637806044585636779,41.209244,0.04218237,0
637806044605733298,38.87583,0.042220682,0
637806044625940261,58.20719,0.04224223,0
637806044646032204,57.34221,0.042248935,1235.2065
637806044666120039,62.22774,0.042248935,0
637806044686219574,62.19537,0.042248935,0
637806044706317133,59.096397,0.042248935,0
637806044726414300,55.95723,0.042249892,424.88016
637806044746508619,59.87197,0.042249892,0
637806044766593713,58.33744,0.042249892,0
637806044786695845,50.549683,0.042249892,0
637806044806830873,52.803593,0.042249892,0
637806044826925653,48.97422,0.042249892,0
637806044847092220,41.985188,0.042249892,1235.7963
637806044867172388,36.416653,0.042250372,0
637806044887256121,55.244434,0.042250372,0
637806044907358489,54.448177,0.042347584,424.83987
637806044927459435,63.704067,0.042477835,1235.1912
637806044947559754,48.982685,0.044316225,0
637806044967767208,45.822323,0.04437752,0
637806044987870608,57.282303,0.04437752,0
637806045007961940,57.543766,0.04437752,424.85754
637806045028044255,46.64346,0.04437752,0
637806045048125360,52.906914,0.04438566,0
637806045068244521,49.76914,0.04438566,0
637806045088334438,53.620846,0.04438566,0
637806045108453906,64.514534,0.04438566,0
637806045128539049,46.618706,0.04438566,0
637806045148628292,48.246906,0.04438566,0
637806045168719010,50.548126,0.04438949,0
637806045188812345,49.006542,0.04439811,0
637806045208911769,62.96847,0.044497717,0
637806045229009653,55.981102,0.044497717,0
637806045249109430,68.39529,0.044498194,0
637806045269219399,45.07913,0.044499632,0
637806045289307429,49.736782,0.044499632,0
637806045309407261,58.361702,0.044439293,0
637806045329514168,48.18273,0.044442646,0
637806045349606034,66.028435,0.0443938,0
637806045369694141,56.784134,0.0443938,0
637806045389788711,48.233143,0.0443938,0
637806045409880416,45.10919,0.04439428,0
637806045429970648,41.992756,0.04439428,0
637806045450059850,48.22089,0.04433921,0
637806045470150698,42.777695,0.04433921,0
637806045490243448,54.43546,0.04433921,0
637806045510342612,56.740383,0.04433921,0
637806045530446902,48.992363,0.04433921,0
637806045550546488,39.63711,0.04433921,0
637806045570632793,44.310356,0.04433969,0
