timestamp,%_cpu,%_memory,io_data_bytes/sec
637806045590716484,44.338642,0.04433969,0
637806045610801367,45.12785,0.04433969,0
637806045630911925,50.545845,0.04428318,0
637806045651012045,54.41146,0.04428318,0
637806045671106245,45.08532,0.04428318,0
637806045691228964,53.62163,0.04428318,0
637806045711333205,52.050556,0.04428318,0
637806045731435804,43.520634,0.04428318,0
637806045751529311,54.423496,0.04424679,0
637806045771749408,45.02711,0.04424679,0
637806045791846224,38.702274,0.04424679,0
637806045811941696,44.320793,0.044166815,0
637806045832046177,54.37877,0.044166815,0
637806045852124961,52.11672,0.044115096,0
637806045872302794,41.952713,0.044115096,0
637806045892389106,53.52113,0.043925464,0
637806045912489467,50.53507,0.044167772,0
637806045932574122,50.541744,0.044312872,0
637806045952660891,52.87964,0.046429005,0
637806045972750392,55.240726,0.046444807,0
637806045992831071,49.015194,0.046444807,0
637806046012926854,45.897434,0.046444807,0
637806046033018538,47.42575,0.04653675,0
637806046053108557,59.10321,0.04653675,0
637806046073317460,51.22577,0.04653675,0
637806046093431717,61.19785,0.04653675,0
637806046113533518,52.065388,0.04683078,0
637806046133609809,57.53956,0.046840835,0
637806046153740395,47.43178,0.046849933,0
637806046173826683,54.37203,0.046849933,0
637806046193923133,52.08779,0.046864778,0
637806046214019717,52.870296,0.046864778,0
637806046234118429,52.106155,0.046864778,0
637806046254199257,46.657455,0.04686526,0
637806046274281908,48.22349,0.046867654,0
637806046294374156,56.041355,0.046867654,0
637806046314516874,47.400196,0.046867654,0
637806046334591895,60.561195,0.046867654,0
637806046354702486,43.566727,0.046867654,0
637806046374795336,52.82558,0.046867654,0
637806046394898126,39.655453,0.046867654,0
637806046414997281,47.428646,0.046867654,0
637806046435078864,62.973495,0.046867654,0
637806046455166917,49.789948,0.046891116,0
637806046475248308,50.571938,0.046891116,0
637806046495326062,61.470577,0.046891116,0
637806046515514124,39.62672,0.046916977,0
637806046535595670,64.333786,0.046916977,0
637806046555677819,50.572617,0.046916977,0
637806046575758965,61.471428,0.046916977,0
637806046595848160,58.367836,0.046917453,0
637806046615948559,50.52618,0.046960555,0
637806046636043153,44.324112,0.047007963,0
637806046656149819,49.778492,0.047005568,0
637806046676232373,52.818993,0.047005568,0
637806046696315675,53.688663,0.047005568,0
637806046716415500,45.913593,0.047005568,0
637806046736507554,55.1521,0.047005568,0
637806046756587431,55.257126,0.047007006,0
637806046776683552,56.77499,0.04702137,0
637806046796788485,64.578125,0.04702137,0
637806046816893581,47.394947,0.046951935,0
637806046837016431,58.25818,0.046916977,0
637806046857092160,45.84405,0.045235656,0
637806046877172457,49.79795,0.043822985,0
637806046897263222,52.119522,0.0441467,0
637806046917342633,61.463478,0.04516766,0
637806046937440360,54.47072,0.045159996,0
637806046957533417,47.385456,0.045069966,0
637806046977633028,56.039543,0.044934925,0
637806046997722892,46.625694,0.044775464,0
637806047017811213,55.23365,0.044684954,0
637806047037904835,46.663048,0.04460211,0
637806047057994740,53.66047,0.044599716,0
637806047078089900,53.67437,0.044358365,0
637806047098182721,48.20438,0.043460958,0
637806047118278870,59.09086,0.04290116,0
637806047138371262,52.108116,0.042902596,0
637806047158473984,45.092346,0.04427073,0
637806047178564854,57.494144,0.046279598,0
637806047198642556,47.468456,0.04742554,0
637806047218731214,40.457527,0.04742554,0
637806047238841802,48.984093,0.04742554,0
637806047259043313,47.357628,0.047540944,0
637806047279160991,44.125996,0.049061365,0
637806047299241632,52.064907,0.049061365,0
637806047319327646,54.47725,0.0490628,0
637806047339439819,51.301704,0.049063757,0
637806047359530393,58.272614,0.049074773,0
637806047379662514,59.065468,0.049074773,0
637806047399745964,49.723812,0.049074773,0
637806047419829631,48.99927,0.049074773,0
637806047439926486,52.147053,0.049074773,0
637806047460029321,59.84198,0.049074773,0
637806047480139971,49.715607,0.049074773,0
637806047500224365,45.880714,0.049074773,0
637806047520304406,56.01584,0.049074773,0
637806047540381771,56.812336,0.049074773,0
637806047560501273,46.66601,0.049074773,0
637806047580606179,45.045353,0.04907573,0
637806047600724239,45.047012,0.04907573,0
637806047620812632,45.881283,0.04907573,0
637806047640900901,51.31775,0.049009647,0
637806047660991988,54.44023,0.049010124,0
637806047681073295,45.89664,0.046221174,0
637806047701246927,48.94917,0.04554453,0
637806047721342490,51.176495,0.04554453,0
637806047741580080,52.001736,0.04696199,0
637806047761661354,51.064125,0.048488155,0
637806047781749931,50.56683,0.048488155,0
637806047801825711,49.797195,0.048488155,0
637806047821919670,54.486603,0.048488155,0
637806047842014469,53.603695,0.048919618,0
637806047862090921,64.58944,0.048919618,0
637806047882207886,48.216446,0.048919618,0
637806047902283911,63.745506,0.04926632,0
637806047922371638,51.36318,0.04926632,0
637806047942482646,54.41459,0.04926632,0
637806047962589945,57.487118,0.04929218,0
637806047982677359,55.19666,0.051068794,0
637806048002791717,40.4375,0.051068794,0
637806048022988182,62.07645,0.051068794,0
637806048043079890,51.890537,0.051068794,0
637806048063186146,45.878685,0.051068794,0
637806048083276405,56.77434,0.051068794,0
637806048103369788,52.102703,0.051068794,0
637806048123474885,54.420006,0.051068794,0
637806048143568194,45.08012,0.051068794,0
637806048163657362,43.544926,0.051068794,0
637806048183739996,46.67359,0.051068794,0
637806048203827562,52.89188,0.051068794,0
637806048223933212,48.228683,0.051068794,0
637806048244018253,48.965065,0.051068794,0
637806048264097496,49.80109,0.051068794,0
637806048284270098,48.109375,0.051068794,0
637806048304461078,48.10053,0.051068794,0
637806048324538788,51.911297,0.05107119,0
637806048344625737,55.215405,0.05107119,0
637806048364723662,49.80325,0.051071666,0
637806048384803958,45.883385,0.051073104,0
637806048404907335,63.018185,0.05107358,0
637806048425007542,38.08576,0.05107454,0
637806048445101223,41.953964,0.05107454,0
637806048465196981,56.019775,0.05107454,0
637806048485289382,54.41176,0.05107454,0
637806048505402803,44.303463,0.05107454,0
637806048525545440,57.49489,0.05107454,0
637806048545638529,48.900963,0.05107454,0
637806048565722205,57.530037,0.050371557,0
637806048585816960,51.36474,0.050371077,0
637806048605919104,38.87593,0.050371077,0
637806048626022549,40.414185,0.050371077,0
637806048646116807,54.397987,0.050113443,0
637806048666194661,46.673042,0.050113443,0
637806048686281737,50.579132,0.050113443,0
637806048706380684,48.2086,0.04984001,0
637806048726472189,56.75928,0.04984001,0
637806048746570280,58.312645,0.04984001,0
637806048766659952,37.33529,0.04984001,0
637806048786738843,46.670635,0.049709756,0
637806048806827861,47.444702,0.049711194,0
637806048826949963,63.762005,0.04971215,0
637806048847045121,52.838444,0.049790207,0
637806048867132152,50.53324,0.049790207,0
637806048887218949,41.219055,0.049790207,0
637806048907319727,42.77654,0.049790207,0
637806048927431110,47.4019,0.05009908,0
637806048947529829,52.84579,0.05009956,0
637806048967625691,45.085148,0.05009956,0
637806048987711746,44.316345,0.050248966,0
637806049007787027,52.943195,0.05032415,0
637806049027876783,50.582672,0.05032415,0
637806049047968635,55.225967,0.05032415,0
637806049068046248,51.326744,0.050254233,0
637806049088134695,54.449978,0.050254233,0
637806049108229843,48.23091,0.050254233,0
637806049128320499,49.75629,0.05019581,0
637806049148403501,48.23584,0.05019581,0
637806049168545084,47.442463,0.05019581,0
637806049188626215,50.435318,0.05019581,0
637806049208764177,55.20631,0.050227415,0
637806049228882033,36.46632,0.050227415,0
637806049248980687,52.07821,0.050227415,0
637806049269074654,50.500584,0.050227415,0
637806049289161270,60.679363,0.050227415,0
637806049309359162,43.528465,0.050227415,0
637806049329522914,50.222153,0.050227415,0
637806049349607478,49.690655,0.050222147,0
637806049369691762,55.23332,0.050222147,0
637806049389787225,55.992382,0.050222147,0
637806049409891964,55.226715,0.050222147,0
637806049430000215,43.507935,0.050222147,0
637806049450076518,52.095253,0.050222147,0
637806049470168713,49.02889,0.050226938,0
637806049490260303,55.991947,0.05025088,0
637806049510445751,70.67867,0.05025088,0
637806049530534718,58.13577,0.05025088,0
637806049550630797,61.396282,0.05025088,0
637806049570720691,52.11735,0.05025088,0
637806049590814432,45.120262,0.05025088,0
637806049610904123,66.09495,0.05025088,0
637806049630993682,45.872715,0.05025088,0
637806049651086515,53.688633,0.05025088,0
637806049671171732,65.330246,0.05025088,0
637806049691262120,56.76617,0.05025088,0
637806049711368115,41.203884,0.05025088,0
637806049731456219,56.75468,0.05025088,0
637806049751548587,62.192413,0.05024226,0
637806049771651280,54.460213,0.05024274,0
637806049791737493,61.39593,0.05028201,0
637806049811829632,44.348125,0.050337076,0
637806049831925808,52.89145,0.050344262,0
637806049852025946,52.086964,0.050345697,0
637806049872110365,53.63324,0.05035192,0
637806049892205751,66.1315,0.050352402,0
637806049912286199,57.54311,0.05035384,0
637806049932391055,48.244244,0.05035384,0
637806049952495265,66.80638,0.050354797,0
637806049972580119,54.425064,0.05039119,0
637806049992675422,66.11782,0.050427586,0
637806050012780156,58.31901,0.05037491,0
637806050032878921,54.402832,0.050411783,0
637806050052974197,57.541016,0.050223105,0
637806050073071672,40.42506,0.049723163,0
637806050093153259,55.983105,0.04975956,0
637806050113245882,45.899956,0.047427934,0
637806050133326783,42.780693,0.046849933,0
637806050153427787,51.30232,0.04667275,0
637806050173510777,59.129765,0.04639357,0
637806050193592439,51.35441,0.046249907,0
637806050213677486,47.448574,0.046286304,0
637806050233765353,46.68602,0.046237934,0
637806050253994931,65.24841,0.046239372,0
637806050274080035,61.8678,0.046221174,0
637806050294159040,51.357254,0.046221174,0
637806050314255325,48.2262,0.045963064,0
637806050334339111,46.67328,0.046089966,0
637806050354436067,50.522972,0.04795469,0
637806050374565846,48.98588,0.048130915,0
637806050394663297,37.25566,0.048130915,0
637806050414770406,56.803127,0.048512097,0
637806050434862505,52.849903,0.049043167,0
637806050454965296,49.748447,0.049052265,0
637806050475048920,61.40651,0.049072377,0
637806050495134455,47.456043,0.04964415,0
637806050515221056,50.562702,0.04964415,0
637806050535302850,53.683647,0.049680065,0
637806050555391046,49.79108,0.049691558,0
637806050575483742,54.455444,0.049691558,0
637806050595566144,51.31804,0.049693473,0
637806050615650673,51.364952,0.051101357,0
637806050635726118,47.45907,0.051101357,0
637806050655819421,59.87515,0.051101357,0
637806050675911914,62.24971,0.051120512,0
637806050696006047,44.325745,0.051120512,0
637806050716094318,51.329037,0.051156905,0
637806050736314554,46.5736,0.0511933,0
637806050756433948,56.496464,0.051229693,0
637806050776534706,44.26238,0.05126609,0
637806050796619092,63.765194,0.05128333,0
637806050816876464,52.057224,0.051319722,0
637806050836986201,47.856552,0.05135612,0
637806050857079632,58.27498,0.05139251,0
637806050877181074,51.34803,0.051429383,0
637806050897281879,56.68952,0.050403163,0
637806050917384024,50.577374,0.050403163,0
637806050937478384,50.531013,0.050403163,0
637806050957561812,48.199104,0.051301047,0
637806050977652193,47.474564,0.051973384,0
637806050997734602,48.212772,0.051973384,0
637806051017816345,55.235283,0.051973384,0
637806051037910580,66.93076,0.051973384,0
637806051057986626,37.323757,0.052107945,0
637806051078076098,49.030857,0.052107945,0
637806051098161894,52.870247,0.052107945,0
637806051118251289,55.257805,0.052107945,0
637806051138351279,55.20707,0.052108426,0
637806051158567642,50.453484,0.052111775,0
637806051178647788,44.901817,0.052111775,0
637806051198728479,44.351196,0.052111775,0
637806051218821270,47.45009,0.052277464,0
637806051238899822,56.01561,0.052558083,0
637806051259002319,45.11653,0.052558083,0
637806051279092892,48.97119,0.052558083,0
637806051299179486,46.657486,0.05256048,0
637806051319274932,52.891445,0.052567184,0
637806051339525805,60.536346,0.052567184,0
637806051359623044,47.95036,0.052567184,0
637806051379699135,61.420303,0.05314183,0
637806051399780997,48.24106,0.053953994,0
637806051419865307,39.676807,0.053954475,0
637806051439960707,51.319458,0.053954475,0
637806051460060502,65.318565,0.053954475,0
637806051480150892,60.65372,0.053954475,0
637806051500286878,38.87836,0.053954475,0
637806051520376139,63.675762,0.053954475,0
637806051540482232,55.178608,0.053954475,0
637806051560614228,48.150223,0.053954475,0
637806051580696245,57.49992,0.053955913,0
637806051600789648,63.0333,0.053955913,0
637806051620892328,46.62353,0.05395687,0
637806051641010701,57.534065,0.053958304,0
637806051661085383,62.944977,0.053959742,0
637806051681180750,42.013733,0.053959742,0
637806051701284815,55.191845,0.053960223,0
637806051721409974,49.727184,0.053960223,0
637806051741500641,49.73176,0.053960223,0
637806051761578492,56.768032,0.053960223,0
637806051781657178,53.69959,0.053960223,0
637806051801751948,72.35408,0.053960223,0
637806051821856828,58.2836,0.053960223,0
637806051841966364,42.744427,0.053960223,0
637806051862094570,43.490784,0.053960223,0
637806051882170913,52.860203,0.053960223,0
637806051902254337,63.813663,0.05491988,0
637806051922351693,52.125866,0.05491988,0
637806051942447677,47.4172,0.05492036,0
637806051962542319,43.515934,0.05492036,0
637806051982634422,51.355335,0.05492036,0
637806052002716617,67.64657,0.05492036,0
637806052022794935,47.477924,0.05492036,0
637806052042878852,51.356503,0.054922752,0
637806052062981317,56.799324,0.054922752,0
637806052083074162,46.590855,0.054944303,0
637806052103153605,54.479885,0.05587858,0
637806052123229207,45.137913,0.055880975,0
637806052143317372,42.012447,0.055880975,0
637806052163407543,49.796825,0.055880975,0
637806052183521656,55.176327,0.055880975,0
637806052203621989,50.50466,0.05597292,0
637806052223708544,52.891,0.05597292,0
637806052243804476,53.66195,0.05597292,0
637806052263912171,52.875416,0.05597292,0
637806052284046283,48.117912,0.05597292,0
637806052304133496,49.715694,0.055971004,0
637806052324216938,45.901543,0.05597244,0
637806052344307136,49.007072,0.05597244,0
637806052364389473,41.23901,0.0559734,0
637806052384591736,45.81059,0.055973876,0
637806052404670331,53.47299,0.055973876,0
637806052424763869,48.241344,0.055973876,0
637806052444888338,52.840008,0.055973876,0
637806052465037676,50.46096,0.055973876,0
637806052485138759,51.213802,0.055974357,0
637806052505262342,63.72046,0.055974357,0
637806052525359950,47.390934,0.055974357,0
637806052545455580,48.19046,0.055974357,0
637806052565570751,52.061844,0.055974357,0
637806052585666426,50.513725,0.055975314,0
637806052605742729,51.343414,0.054569826,0
637806052625873748,51.317776,0.054574136,0
637806052645976767,56.698334,0.05519523,0
637806052666117528,50.49443,0.05519954,0
637806052686214620,42.69214,0.055201937,0
637806052706297745,53.65814,0.05520385,0
637806052726402522,48.21891,0.05520481,0
637806052746501340,55.176693,0.055227317,0
637806052766586719,51.313667,0.05522875,0
637806052786681782,53.682648,0.055230666,0
637806052806763240,51.314445,0.055232584,0
637806052826842763,44.363815,0.05514064,0
637806052846966437,42.757496,0.055143036,0
637806052867046438,61.396324,0.055145428,0
637806052887138432,60.69763,0.055146866,0
637806052907235474,45.088913,0.05493281,0
637806052927330694,51.28735,0.05493712,0
637806052947438664,54.442993,0.054939512,0
637806052967541645,41.94268,0.05494143,0
637806052987621345,45.121376,0.054642133,0
637806053007698314,52.140793,0.05464405,0
637806053027780505,60.703804,0.054646444,0
637806053047875164,56.00629,0.05464788,0
637806053067973251,44.317337,0.05464884,0
637806053088054161,48.99224,0.054421373,0
637806053108132937,52.90491,0.05442281,0
637806053128223218,51.334484,0.054424725,0
637806053148311823,56.78312,0.05442712,0
637806053168417148,46.65465,0.054541573,0
637806053188513341,55.17855,0.054543488,0
637806053208732635,48.937202,0.05454588,0
637806053228822869,61.12653,0.054547317,0
637806053249030129,52.047306,0.054548755,0
637806053269116897,53.417492,0.054522417,0
637806053289219046,45.91169,0.05452481,0
637806053309304160,41.97425,0.054526728,0
637806053329407179,52.86001,0.054528162,0
637806053349525856,58.301163,0.05447022,0
637806053369615483,55.130836,0.054472614,0
637806053389690999,45.928307,0.054474052,0
637806053409781505,49.031548,0.05447501,0
637806053429883461,52.080906,0.05455642,0
637806053450084456,57.46863,0.054557852,0
637806053470166051,54.988613,0.054559767,0
637806053490254714,64.564255,0.054561686,0
637806053510343041,49.78664,0.0545636,0
637806053530440375,49.774754,0.054496557,0
637806053550555973,51.29121,0.054500867,0
637806053570652654,44.29807,0.054502305,0
637806053590743271,53.65377,0.05450374,0
637806053610839895,52.085854,0.054472614,0
637806053630939807,46.67056,0.05447453,0
637806053651055818,50.500935,0.054476444,0
637806053671155029,56.68664,0.05447788,0
637806053691235618,56.789173,0.05442856,0
637806053711319690,66.93724,0.05443095,0
637806053731424211,54.456627,0.05443239,0
637806053751530216,58.23596,0.054433346,0
637806053771613700,60.64547,0.05495915,0
637806053791728844,57.554493,0.05534847,0
637806053811841253,42.725147,0.055350866,0
637806053831943947,50.51695,0.05535278,0
637806053852045553,46.610905,0.055354696,0
637806053872130482,51.333927,0.05535709,0
637806053892221357,43.566353,0.055359483,0
637806053912304662,58.327656,0.05536092,0
637806053932394101,49.023464,0.055362836,0
637806053952530896,53.620266,0.05536475,0
637806053972626096,41.142063,0.05536667,0
637806053992722233,49.76318,0.055368584,0
637806054012803250,54.42204,0.055370018,0
637806054032896615,45.9325,0.055371936,0
637806054052984171,50.522224,0.055374328,0
637806054073079923,46.672817,0.055375766,0
637806054093165973,52.872246,0.055376723,0
637806054113251051,56.8104,0.055379596,0
637806054133334591,49.777374,0.055381034,0
637806054153443453,60.640038,0.05538199,0
637806054173536536,55.954502,0.055385344,0
637806054193615634,56.024143,0.05538726,0
637806054213834967,48.930523,0.055389654,0
637806054233935626,56.514175,0.05539157,0
637806054254047163,63.702267,0.055393007,0
637806054274140259,56.75681,0.05539444,0
637806054294244620,49.773716,0.055396836,0
637806054314342892,51.281483,0.05539923,0
637806054334428007,59.096363,0.055401146,0
637806054354522717,51.347504,0.05537912,0
637806054374612010,41.192574,0.055380553,0
637806054394696749,49.004818,0.05538295,0
637806054414783433,49.00437,0.055384386,0
637806054434883276,59.11445,0.055295795,0
637806054454976652,55.997116,0.055298187,0
637806054475075063,48.96975,0.055300105,0
637806054495165522,58.324432,0.05531064,0
637806054515249902,55.987473,0.05510712,0
637806054535361004,55.218678,0.055109035,0
637806054555467644,48.960133,0.055111907,0
637806054575568246,50.515553,0.055112865,0
637806054595655956,65.29883,0.055037204,0
637806054615750666,59.90126,0.0550396,0
637806054635829745,43.547844,0.05504199,0
637806054655924448,59.100586,0.055043906,0
637806054676030136,51.332886,0.055001765,0
637806054696109016,53.649796,0.055003684,0
